buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
8029,"CENTRE COMMUNAUTAIRE WALKLEY","6650 Chemin de la Côte-Saint-Luc , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","COTE-DES-NEIGES / N-D-DE-GRACE",,902.44,,834.1,1,1,
8049,"CENTRE APPLETON","6585 Chemin de la Côte-des-Neiges , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","COTE-DES-NEIGES / N-D-DE-GRACE",,1638.69,,1638.69,2,1,
8052,"COUR POINCARÉ, ROULOTTES (2)","999 Boulevard  Henri-Bourassa O, Montréal","LOCATAIRE","Bâtiment","Industriel","Espace à bureaux","AHUNTSIC / CARTIERVILLE",,195.5,0,195.5,1,,
8057,"MAISON DES JEUNES AHUNTSIC","10794 Rue  Lajeunesse , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","AHUNTSIC / CARTIERVILLE",,325.16,0,325.16,2,,
8061,"BUR. ARROND. PLATEAU MT-ROYAL, 311","201 Avenue  Laurier E, Montréal","LOCATAIRE","Bâtiment","Administratif","Bureau d'arrondissement","PLATEAU MONT-ROYAL",,6682.81,0,3098.1,3,,
8062,"BUR.ARR.VILLE-MARIE & SPVM SEC.METRO","888 Boulevard de Maisonneuve E, Montréal","LOCATAIRE","Bâtiment","Administratif","Bureau d'arrondissement","VILLE-MARIE",,8817.72,0,6328.37,5,,
8064,"BUREAU D'ARRONDISSEMENT CDN / NDG","5160 Boulevard  Décarie , Montréal","LOCATAIRE","Bâtiment","Administratif","Bureau d'arrondissement","COTE-DES-NEIGES / N-D-DE-GRACE",,3244.6,0,3204.55,5,,
8069,"HABITATIONS LES DEUX VOLETS","6240 Avenue  Christophe-Colomb , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","ROSEMONT / PETITE-PATRIE",,457.55,0,52.54,1,,
8070,"CENTRE LE MAINBOURG","14115 Rue  Prince-Arthur , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","R-D-P / P-A-T",,2830.8,0,2778,4,,
8071,"1380 ROSEMONT","1380 Boulevard  Rosemont , Montréal","LOCATAIRE","Bâtiment","Industriel","Garage remisage chauffé","ROSEMONT / PETITE-PATRIE",,410.45,0,242.95,2,,
8073,"CENTRE COMMUNAUTAIRE HOCHELAGA.","1884 Rue  Saint-Germain , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","MERCIER/HOCHELAGA/ MAISONNEUVE",,1003,0,933.61,,,
8077,"ROULOTTE COUR MARIE-ANNE","4280 Rue  De Bullion , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Espace à bureaux","PLATEAU MONT-ROYAL",,71.34,0,71.34,1,,
