buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
762,"CASERNE NO 38","14201 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","R-D-P / P-A-T",1972,2118.19,1223.2,1961.64,2,1,0
763,"ARÉNA RODRIGUE-GILBERT","1515 Boulevard du Tricentenaire , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","R-D-P / P-A-T",1972,9309.33,6532.12,8668.2,1,1,1
764,"PAVILLON DES BAIGNEURS MARIA-GORETTI","490 Avenue  85e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","R-D-P / P-A-T",,222.63,64.24,211.6,1,0,0
766,"CHALET PARC CLÉMENTINE-DE LA ROUSSELIÈRE","13980 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","R-D-P / P-A-T",,879.56,879.56,393,1,0,0
768,"SOUS-STATION ÉLEC.PARC DE LA ROUSSELIÈRE","14002 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","R-D-P / P-A-T",,2,2,2,,,0
770,"ENTREPÔT SEL/SABLE, COURS BERCY","1501 Rue  Bercy , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Abri à abrasif","VILLE-MARIE",2002,244.21,244.21,199.2,1,0,0
772,"PAV.BAIGN. DU PARC ST-JEAN-BAPTISTE(PAT)","1060 Boulevard  Saint-Jean-Baptiste , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","R-D-P / P-A-T",,82.16,82.16,70.38,1,0,0
773,"CENTRE PLATEAU SAINT-JEAN-BAPTISTE","1050 Boulevard  Saint-Jean-Baptiste , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","R-D-P / P-A-T",1961,267.7,133.85,247,1,1,0
774,"ABRI OUVERT, PARC SAINT-MARCEL","1637 Avenue  6e , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","R-D-P / P-A-T",,31,,31,1,0,0
776,"PAVILLON DES BAIGNEURS PARC ST-GEORGES","13050 Rue  Prince-Albert , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","R-D-P / P-A-T",1968,260.84,260.84,237.8,1,0,0
781,"AUTOPARC CARIM","1191 Rue  Peel , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Stationnement intérieur","VILLE-MARIE",1986,8945.44,,7147.47,1,3,0
783,"ENTREPÔT # 3 & # 6 DU COMPLEXE V","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","SUD-OUEST",1918,136.46,68.23,120.74,2,0,0
784,"TOURS D'ENTRÉE DU COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Sous-station électrique","SUD-OUEST",1918,82.05,26.98,55.2,2,1,0
785,"CHAMBRE A VANNES(PRISE URGENCE) C.VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","SUD-OUEST",1918,24.55,24.55,17.6,1,0,0
787,"CHAMBRE A VANNES #4, COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","SUD-OUEST",1918,26.36,26.36,19.3,1,0,0
788,"CHAMBRE A VANNES #5, COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","SUD-OUEST",1918,23.53,23.53,18.9,1,0,0
789,"CHAMBRE A VANNES #6, COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","SUD-OUEST",1918,64.62,32.31,51.5,1,1,0
790,"CHAMBRE A VANNES #7, COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","SUD-OUEST",1918,748.9,678.96,673,1,1,0
791,"TOUR D'EAU, COMPLEXE VERDUN","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Réservoir d'eau","SUD-OUEST",1918,344.08,172.04,323.8,1,1,
792,"ENTREPÔT (MATÉ.INFLAM.), COMPL","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","SUD-OUEST",1918,13.25,13.25,11.2,1,0,0
793,"STATION DU DRAIN DES FILTRES,COMP.VERDUN","Avenue  Atwater , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","SUD-OUEST",1918,69.56,34.78,53.8,1,1,0
794,"STATION DE POMPAGE ATWATER (TUNNEL)","3075 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1954,737.94,309.24,628,1,2,0
795,"CENTRE GABRIELLE-ET-MARCEL-LAPALME","5350 Rue  Lafond , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","ROSEMONT / PETITE-PATRIE",1965,4528.4,0,4473.1,2,1,
800,"TOUR D'EXERCICE CENTRE DE FORM. EST","6700 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Centre de formation-pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",1961,399.69,48.63,349.42,6,1,0
801,"MAISON DE FUMÉE, CENTRE DE FORM. EST","6700 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Centre de formation-pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",1961,402.9,136.2,346.97,3,1,0
802,"TOUR DE CONTROLE,CENTRE DE FORM.EST","6700 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Centre de formation-pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",1961,42.74,21.37,31.42,2,0,0
803,"ENTREPÔT MAT.INFLAM., C.F. EST","6700 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","MERCIER/HOCHELAGA/ MAISONNEUVE",1961,18.91,18.91,15.72,1,0,0
807,"L'ÉDICULE","4601 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","ROSEMONT / PETITE-PATRIE",1967,22,22,22,1,0,0
810,"CHAMBRE A VANNES LA SALLE (PRISE D'EAU)","8970 Boulevard  LaSalle , Lasalle","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","LASALLE",1910,987.45,781.79,876.2,2,2,0
811,"MAISON DE LA CULTURE MERCIER","8105 Rue  Hochelaga , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Maison de la culture","MERCIER/HOCHELAGA/ MAISONNEUVE",1987,4970.16,2069.93,4503.1,2,2,2
812,"ARCHIDOME DU PARC SAINT-DONAT","2787 Avenue  Parkville , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage non-chauffé","MERCIER/HOCHELAGA/ MAISONNEUVE",1969,71.42,71.42,63.78,1,0,0
814,"STATION DE POMPAGE FRANCON (ÉGOUTS)","3701 Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","VILLERAY/ST-MICHEL/PARC-EXTENS",1966,395.19,256.19,229.98,1,1,0
815,"STATION DE POMPAGE WELLINGTON","1305 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1933,318.42,73.28,247.3,2,1,0
817,"STATION DE POMPAGE CÔTE-DES-NEIGES VIAD.","7115 Chemin de la Côte-des-Neiges , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","COTE-DES-NEIGES / N-D-DE-GRACE",1930,13,,13,1,0,
818,"STATION DE POMPAGE GRENET (VIADUC)","5780 Rue  Dudemaine , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","AHUNTSIC / CARTIERVILLE",1915,47.34,14.2,38.8,1,2,
819,"STATION DE POMPAGE JEAN-TALON (VIADUC)","301 Rue  Jean-Talon O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","VILLERAY/ST-MICHEL/PARC-EXTENS",1933,13,,13,,,0
822,"STATION DE POMPAGE ST-DENIS (VIADUC)","5723 Rue  Saint-Denis , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","ROSEMONT / PETITE-PATRIE",1933,13,,13,,,0
824,"STATION DE POMPAGE ST-RÉMI (VIADUC)","Rue  Saint-Rémi , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1930,13,,13,,,0
825,"STATION DE POMPAGE AUTOROUTE (VIADUC)","2901 Rue  De Salaberry , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","AHUNTSIC / CARTIERVILLE",1985,34.55,17.15,22,1,1,0
826,"CHAMBRE A VANNES ROCKFIELD","Rue  Saint-Joseph , Lachine","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (égouts)","LACHINE",1960,177.2,177.2,157,1,,0
827,"GUÉRITE ,C.S.M. JARRY (FRANCON)","Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","VILLERAY/ST-MICHEL/PARC-EXTENS",1956,9.42,9.42,9.42,1,0,0
828,"STATION DE POMPAGE STE-MARGUERITE (VIAD)","545 Rue  Sainte-Marguerite , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","SUD-OUEST",1939,29.3,14.65,19.6,1,1,0
834,"EX.STATION DE NIVOMÉTRIE LAURENTIEN","6100 Rue  De Pontgravé , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","AHUNTSIC / CARTIERVILLE",,5,5,4.2,1,0,0
835,"JEU D'EAU DU PARC NOTRE-DAME-DE-GRÂCE","Avenue  Marcil , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","COTE-DES-NEIGES / N-D-DE-GRACE",,221,0,221,,,
836,"STATION DE POMPAGE DES ÉRABLES","266 Avenue des Érables (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","L'ÎLE-BIZARD / STE-GENEVIÈVE",,1.46,1.46,1.46,0,0,
838,"NOUVEAU COMPLEXE SERRES LOUIS-DUPIRE","5655 Boulevard  Pie-IX , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Serre de service et production","ROSEMONT / PETITE-PATRIE",1982,3743.68,3743.68,3743.5,1,0,0
841,"CASERNE NO.2 ESTIVALE ILE STE-HELEN","11 Chemin du Tour-de-l'Isle , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","VILLE-MARIE",1967,255.44,128.9,221.12,1,1,0
843,"TOUR DE VENTILATION WELLINGTON","Rue  Wellington , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1933,75.5,75.5,75.5,1,0,0
844,"GUÉRITE CHUTE À NEIGE SAUVÉ","Rue  Sauvé O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",,11.92,11.92,10.4,1,0,0
847,"STATION DE POMPAGE SAINT-FRANÇOIS","Route  Transcanadienne (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SAINT-LAURENT",,12,1,12,,,
848,"REMISE DE JARDIN PARC SAINTE-MARIE","2330 Rue  La Fontaine , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","VILLE-MARIE",,30,,30,,,
849,"COMPLEXE SPORTIF SAINT-LAURENT","2385 Boulevard  Thimens (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","SAINT-LAURENT",,13489,13489,13489,,,
850,"BIBLIO, CENTRE D'EXPO, RÉSERVE MUSÉALE","2727 Boulevard  Thimens (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","SAINT-LAURENT",2013,6592.06,3237.35,6193.3,2,1,1
851,"MAISON ROBERT-BÉLANGER","3902 Chemin du Bois-Franc (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Centre communautaire et loisir","SAINT-LAURENT",1803,366.14,195,267.7,2,1,
854,"CHALET PRINCIPAL PARC THOMAS-CHAPAIS","8919 Rue  De Grosbois , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2008,56.54,56.54,44.56,1,,
857,"CHALET SATELLITE PARC THOMAS-CHAPAIS","5800 Boulevard  Pierre-Bernard , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2009,26.73,26.73,18.97,1,,
860,"REMISE - SUPER JARDIN","545 Avenue  Sainte-Croix (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Abri fermé","SAINT-LAURENT",,20,20,20,1,,
862,"STATION DE POMPAGE WELLINGTON (VIADUC)","1690 Rue  Wellington , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (égouts)","SUD-OUEST",1963,32.13,32.13,32.13,1,0,0
863,"KIOSQUE PERC.TENNIS, PARC BEAUBIEN","6534 Avenue  9e , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Kiosque","ROSEMONT / PETITE-PATRIE",1984,8,,8,1,,0
864,"COMPLEXE SOPHIE-BARAT","10851 Avenue  Saint-Charles , Montréal","COPROPRIÉTAIRE","Bâtiment","Sportif","Piscine intérieure","AHUNTSIC / CARTIERVILLE",1986,5869.46,3793.23,5621.3,2,1,1
867,"CENTRE COMMUNAUTAIRE VILLERAY","660 Rue  Villeray , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","VILLERAY/ST-MICHEL/PARC-EXTENS",1931,1154.84,284.93,988.2,3,1,0
868,"CENTRE COMMUNAUTAIRE ROUSSIN","12125 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","R-D-P / P-A-T",1914,14178.23,3693.67,12974.37,5,1,1
869,"CENTRE MONSEIGNEUR-PIGEON","5550 Rue  Angers , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","SUD-OUEST",1959,2766.13,1047.62,2516.93,3,1,1
873,"ABRI OUVERT DU SQUARE GAUGIN","2370 Rue de l' Acajou (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","SAINT-LAURENT",,25,25,25,,,
874,"SOUS-STATION ÉLECTRIQUE ATWATER","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Sous-station électrique","SUD-OUEST",,508.47,0,465.44,1,1,
875,"BÂTIMENT UV / HYPOCHLORITE","3161 Rue  Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de chloration","SUD-OUEST",2011,5496.01,1183.09,4521.5,2,2,
876,"SALLE MÉCANIQUE PARTERRE (PV CLARK STM)","1500 Rue  Clark , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","VILLE-MARIE",2010,28.52,28.52,28.52,0,1,
877,"COMPLEXE D'INGÉNIERIE D'USINES","999 Rue  Dupuis , Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Espace à bureaux","SUD-OUEST",2010,803.29,803.29,784.4,1,,
878,"ANCIEN RESTAURANT MON-NAN","1092 Rue  Clark , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Commercial","Restaurant","VILLE-MARIE",1910,1284.28,1,1284.28,4,,
879,"BÂTIMENT PRINCIPAL COUR VILLE-MARIE","1455 Rue  Bercy , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","VILLE-MARIE",1960,9813.07,3785.17,9495.13,1,0,
884,"MAISON  ANTOINE-BEAUDRY","14678 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre culturel","R-D-P / P-A-T",1731,454.93,157.01,290.11,2,1,0
885,"EX-CASERNE NO 14","11575 Avenue  26e , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","R-D-P / P-A-T",1989,185.8,185.8,173.7,1,0,0
886,"DÉPOT # 08","3655 Boulevard  Saint-Jean-Baptiste , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Protection et sécurité","Entrepôt chauffé","R-D-P / P-A-T",1989,185.8,185.8,173.71,1,0,0
887,"BALANCE  DU CESM","2235 Rue  Michel-Jurdant , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Balance","VILLERAY/ST-MICHEL/PARC-EXTENS",1989,85.02,85.02,74.83,1,0,0
889,"CENTRE AQUATIQUE RIVIÈRE-DES-PRAIRIES","12515 Boulevard  Rodolphe-Forget , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Piscine intérieure","R-D-P / P-A-T",1990,4781.3,2806.41,3940.99,2,1,0
890,"CARREFOUR JEUNESSE DU CCSE MAISONNEUVE","4240 Rue  Ontario E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","MERCIER/HOCHELAGA/ MAISONNEUVE",1910,1180.12,337.97,1018.3,3,1,0
891,"PAVILLON LA FONTAINE","1301 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Espace à bureaux","PLATEAU MONT-ROYAL",1952,18317.5,6093.5,13504.14,3,1,2
976,"CENTRE DU PLATEAU","2275 Boulevard  Saint-Joseph E, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","PLATEAU MONT-ROYAL",1962,6970,1970.3,6418.23,2,2,1
977,"CHALET DU PARC DES HIRONDELLES","10100 Avenue  Larose , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","AHUNTSIC / CARTIERVILLE",1988,432.5,145.25,336.61,1,1,0
978,"ÉDIFICE ALBERT DUMOUCHEL","10300 Rue  Lajeunesse , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Maison de la culture","AHUNTSIC / CARTIERVILLE",1948,6349.39,2091.9,5681.48,2,1,0
979,"INSECTARIUM","4581 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre scientifique","ROSEMONT / PETITE-PATRIE",2021,5143.96,1834.38,4947.3,2,1,1
981,"PAVILLON DU JARDIN JAPONAIS (JAR. BOT.)","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1990,952.7,,952.7,1,1,0
986,"BIBLIO SERGE-BOUCHARD ET M.C. PAT","14001 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Maison de la culture","R-D-P / P-A-T",1998,3416.14,1711.14,3076.73,2,,0
987,"ÉDIFICE DU 6000 NOTRE-DAME OUEST","6000 Rue  Notre-Dame O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","SUD-OUEST",1969,5635.07,4180.36,5415.11,2,0,0
990,"JEU D'EAU DU PARC DES HIRONDELLES","Avenue  Larose , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Jeu d'eau","AHUNTSIC / CARTIERVILLE",,21,0,21,,,
996,"PLANÉTARIUM","4801 Avenue  Pierre-De Coubertin , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre scientifique","MERCIER/HOCHELAGA/ MAISONNEUVE",2012,10353.58,5204.43,10005.3,3,,2
997,"STATION ÉLEC. ANNEXE SERRE COMPLEXE A","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Serre de service et production","ROSEMONT / PETITE-PATRIE",1984,21.23,0,21.23,,,
998,"CAVEAU À PLANTE, JARDIN BOTANIQUE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Serre de service et production","ROSEMONT / PETITE-PATRIE",1937,116.13,0,116.13,1,,
1033,"CENTRE CULTUREL DE NOTRE-DAME-DE-GRÂCE","6400 Avenue de Monkland , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","COTE-DES-NEIGES / N-D-DE-GRACE",2015,5881.25,2490.72,5635.23,3,0,2
1034,"REMISE DU JARDIN COMM. CENTRE-SUD","Rue  La Fontaine , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,9,9,9,1,0,
1035,"REMISE DU JARDIN COMM.DES 50 CITOYENS","Rue  Plessis , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,9,9,9,1,0,
1036,"REMISE DU JARDIN COMM. HAB. JEANNE-MANCE","Boulevard de Maisonneuve , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,10,10,10,1,0,
1037,"REMISE DU JARDIN COMM. STE-CATHERINE","1690 Rue  Amherst , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,10,0,10,1,0,
1038,"REMISE DU JARDIN COMM. VERSAILLES","Rue  Lucien-L'Allier , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",2011,9,9,9,1,0,
1039,"REMISE #1 JARDIN COMMUNAUTAIRE ST-EUSÈBE","Rue  Larivière , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,6,6,6,1,0,
1041,"REMISE DU JARDIN COMM. GEORGES-VANIER","Rue  Saint-Jacques , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri fermé","VILLE-MARIE",,13.44,13.44,13.44,1,0,
1043,"MAISON DU CITOYEN ET BUR. D'ARROND.","12090 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Bureau d'arrondissement","R-D-P / P-A-T",,4250.19,1157.47,3956.1,3,,
1044,"STATION DE POMPAGE PAUL","Rue  Louis-Roch (IBZ) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","L'ÎLE-BIZARD / STE-GENEVIÈVE",,16,16,16,,,
1045,"STATION DE POMPAGE DUTOUR","Chemin  Dutour (IBZ) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","L'ÎLE-BIZARD / STE-GENEVIÈVE",,1,0,1,,,
1046,"STATION DE POMPAGE DES VINAIGRIERS","Chemin  Dutour (IBZ) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","L'ÎLE-BIZARD / STE-GENEVIÈVE",,1,0,1,,,
1047,"ÉCO-QUARTIER - BOUTIQUE SALABERRY","5090 Rue  De Salaberry , Montréal","LOCATAIRE","Bâtiment","Commercial","Local commercial","AHUNTSIC / CARTIERVILLE",,122,122,122,,,
1048,"ÉCO-QUARTIER - BOUTIQUE FLEURY EST","2331 Rue  Fleury E, Montréal","LOCATAIRE","Bâtiment","Commercial","Local commercial","AHUNTSIC / CARTIERVILLE",,120,120,120,,,
1049,"CABANON PATAUG. DU PARC EUGÈNE-D'OSTIE","Montée de l' Église (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Entrepôt non-chauffé","L'ÎLE-BIZARD / STE-GENEVIÈVE",,6.63,0,6.63,,,
1051,"SIMULATEUR D'EMBRASEMENT (HOTTE)","6700 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Installation externe","Protection et sécurité","Centre de formation-pompiers","MERCIER/HOCHELAGA/ MAISONNEUVE",,20,20,20,,,
1053,"ABRI OUVERT DU PARC ROLAND-MOREAU","850 Rue  Maheu (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","SAINT-LAURENT",,30,30,30,,,
1054,"CHALET DU PARC PHILIPPE-LAHEURTE","13500 Boulevard  Cavendish (SLR) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","SAINT-LAURENT",,20,20,20,,,
1055,"ABRI OUVERT DU PARC PHILIPPE-LAHEURTE","13500 Boulevard  Cavendish (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","SAINT-LAURENT",,184,184,184,,,
1056,"ÉDIFICE 204-206 RUE YOUNG","206 Rue  Young , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Industriel","Espace à bureaux","SUD-OUEST",,1944.21,1733.76,1832.7,2,1,
1058,"LA SOLITUDE","21253 Boulevard  Gouin O, Montréal","PROPRIÉTAIRE","Bâtiment vacant","Loisir communautaire","Centre communautaire et loisir","PIERREFONDS/ROXBORO",1961,2190,730,2190,3,0,1
1059,"TOUR D'AIGUILLAGE WELLINGTON","1230 Rue  Smith , Montréal","PROPRIÉTAIRE","Bâtiment vacant","Culturel","Gestion immobilière","SUD-OUEST",1931,552.75,0,552.75,3,,
1061,"ÉDIFICE 6150 ROYALMOUNT","6150 Avenue  Royalmount , Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Espace à bureaux","COTE-DES-NEIGES / N-D-DE-GRACE",1985,4375.99,2188.01,4231.43,2,,
1062,"CENTRE COMMUNAUTAIRE ANJOU","7800 Boulevard  Métropolitain (ANJ) E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Espace sports/loisirs","ANJOU",1989,2788.1,1394.05,2788.1,2,,
1063,"VITRINE HABITÉE ""B"" QUARTIER SPECTACLES","1425 Rue  Jeanne-Mance , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Restaurant","VILLE-MARIE",2009,334,334,278.9,1,1,
1064,"VITRINE HABITÉE ""A"" QUARTIER SPECTACLES","1485 Rue  Jeanne-Mance , Montréal","PROPRIÉTAIRE","Bâtiment","Commercial","Restaurant","VILLE-MARIE",2009,339.01,339.01,296.9,1,1,
1066,"SALLE DE RÉGIE TECHNIQUE","307 Rue  Sainte-Catherine O, Montréal","LOCATAIRE","Bâtiment","Culturel","Espace à bureaux","VILLE-MARIE",,33.4,0,33.4,1,,
1067,"CHALET DU PARC DU VAISSEAU D'OR","7249 Rue de Marseille , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",2013,17.8,17.8,17.8,1,,
1069,"REMISE #2 JARDIN COMMUNAUTAIRE ST-EUSÈBE","Rue  Larivière , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","VILLE-MARIE",,6,1,6,1,,
1070,"CHAMBRE A VANNES PARC BOURGEAULT","Avenue  Cartier (PCL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Chambre à vannes (aqueduc)","POINTE-CLAIRE",1990,24.71,24.71,24.71,1,,
1071,"RÉSERVOIR FORT ROLLAND","Rue du Fort-Rolland (LCH) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Réservoir d'eau","LACHINE",,1,1,1,,,
